date,ticker,close,volume,daily_return,abs_return
2024-02-23,SPY,459.8480872349178,82188924.19953774,-0.02430120815277355,0.02430120815277355
2024-02-26,SPY,454.3290697844136,64770169.03836184,-0.012001827568078488,0.012001827568078488
2024-02-27,SPY,459.88293472988954,62949258.99290273,0.012224322225543146,0.012224322225543146
2024-02-28,SPY,456.28769791494005,91306901.76982956,-0.007817721736209069,0.007817721736209069
2024-02-29,SPY,449.5543630660269,85490037.732151,-0.014756774902505407,0.014756774902505407
2024-03-01,SPY,443.6980423213886,103862695.86082195,-0.013026946740539473,0.013026946740539473
2024-03-04,SPY,443.85413593257994,85258307.6166886,0.0003518014422029519,0.0003518014422029519
2024-03-05,SPY,443.89360129529496,68717535.06396797,8.891516270798284e-05,8.891516270798284e-05
2024-03-06,SPY,447.91991563345357,88096448.12182094,0.009070449149097206,0.009070449149097206
2024-03-07,SPY,452.50683939721324,98916968.95283788,0.010240499704668804,0.010240499704668804
2024-03-08,SPY,448.44672620399535,76304335.58017814,-0.008972490224957446,0.008972490224957446
2024-03-11,SPY,447.9007033057317,75903632.55229287,-0.0012175869871669845,0.0012175869871669845
2024-03-12,SPY,442.9785672948969,106171450.89656395,-0.010989346465649663,0.010989346465649663
2024-03-13,SPY,443.4520700625678,65360237.668986104,0.0010689067206172676,0.0010689067206172676
2024-03-14,SPY,438.50488408222617,75670283.33296484,-0.011156078219780655,0.011156078219780655
2024-03-15,SPY,433.39519909972205,98144697.73238593,-0.01165251555452681,0.01165251555452681
2024-03-18,SPY,442.7496961377882,94312622.82810321,0.021584219339526374,0.021584219339526374
2024-03-19,SPY,443.0480602365228,70079748.8691768,0.0006738888842552009,0.0006738888842552009
2024-03-20,SPY,446.0527174235686,70370722.81304413,0.0067817861237033554,0.0067817861237033554
2024-03-21,SPY,457.5300926635314,99808634.24984595,0.025730983786528484,0.025730983786528484
2024-03-22,SPY,461.2856772941811,97866819.7108232,0.008208388236905652,0.008208388236905652
2024-03-25,SPY,460.9206038068308,88831513.52252564,-0.0007914260193201425,0.0007914260193201425
2024-03-26,SPY,461.33354235243957,84573466.90892658,0.0008958995154441833,0.0008958995154441833
2024-03-27,SPY,458.06041792777285,100479522.73884761,-0.007094919671299763,0.007094919671299763
2024-03-28,SPY,463.2334703101468,89608323.81008519,0.01129338440936761,0.01129338440936761
2024-03-29,SPY,461.865640608429,73890787.43491131,-0.002952786854546604,0.002952786854546604
2024-04-01,SPY,470.16880949674845,114936941.97617361,0.017977455255994958,0.017977455255994958
2024-04-02,SPY,468.71242145013315,70484406.83633506,-0.003097585414426272,0.003097585414426272
2024-04-03,SPY,467.2189961906177,,-0.0031862293192379968,0.0031862293192379968
2024-04-04,SPY,465.423111959596,81435342.50096725,-0.0038437740024787627,0.0038437740024787627
2024-04-05,SPY,468.4981339751819,99382293.77681136,0.006606938797342934,0.006606938797342934
2024-04-08,SPY,469.53790031907334,74128370.73235752,0.0022193606942873356,0.0022193606942873356
2024-04-09,SPY,476.14163351408234,85005890.97522828,0.014064324073778507,0.014064324073778507
2024-04-10,SPY,473.6735551535962,66954920.13963528,-0.0051834962262611185,0.0051834962262611185
2024-04-11,SPY,475.21412223556894,85203472.34264532,0.003252381445430594,0.003252381445430594
2024-04-12,SPY,484.5899150245103,96044610.04085161,0.019729617345617723,0.019729617345617723
2024-04-15,SPY,483.5946560822235,87740383.24627729,-0.0020538168695409635,0.0020538168695409635
2024-04-16,SPY,452.16100343687896,104149198.81251508,-0.065,0.065
2024-04-17,SPY,459.42669829805857,91558991.81088579,0.016068822401651174,0.016068822401651174
2024-04-18,SPY,462.13017531597484,74910547.36422682,0.0058844577991031925,0.0058844577991031925
2024-04-19,SPY,459.35968103157796,78699836.03799011,-0.005995051681060726,0.005995051681060726
2024-04-22,SPY,450.0468524547382,90495785.70645873,-0.020273500181657408,0.020273500181657408
2024-04-23,SPY,460.97472650926045,109302969.36471568,0.024281636444999304,0.024281636444999304
2024-04-24,SPY,463.1197077487194,78354675.58870162,0.004653142821303654,0.004653142821303654
2024-04-25,SPY,469.11955734680527,89095709.12766705,0.012955288876070316,0.012955288876070316
2024-04-26,SPY,467.04926917857614,74497004.91835698,-0.004413135491383076,0.004413135491383076
2024-04-29,SPY,475.7059420209058,84370964.12276793,0.018534817231498083,0.018534817231498083
2024-04-30,SPY,478.3439187081889,76362163.09965912,0.005545393601930505,0.005545393601930505
2024-05-01,SPY,478.74954212150334,78915615.69703665,0.0008479744331439895,0.0008479744331439895
2024-05-02,SPY,474.59965878749165,92977607.26938301,-0.008668171912232379,0.008668171912232379
2024-05-03,SPY,476.5131720956552,71988207.03912501,0.004031847205816066,0.004031847205816066
2024-05-06,SPY,474.3615720151535,89897719.34198438,-0.004515300324310426,0.004515300324310426
2024-05-07,SPY,473.4708671841303,72241348.01281807,-0.001877691793707828,0.001877691793707828
2024-05-08,SPY,465.95446595038123,92447529.3605373,-0.015875108173922826,0.015875108173922826
2024-05-09,SPY,463.8317920676272,77177888.99269554,-0.004555539302374794,0.004555539302374794
2024-05-10,SPY,464.73570298728026,78109129.31954058,0.0019487903483797983,0.0019487903483797983
2024-05-13,SPY,459.0854176826272,82718593.04408321,-0.01215806160003097,0.01215806160003097
2024-05-14,SPY,459.5853456784134,91841828.63005146,0.0010889650956670456,0.0010889650956670456
2024-05-15,SPY,462.79460201587295,86356669.99274552,0.006982938789578444,0.006982938789578444
2024-05-16,SPY,461.5369116798851,92535247.43415648,-0.002717599406971191,0.002717599406971191
2024-05-17,SPY,458.8333015588977,79535629.12226866,-0.005857841599596035,0.005857841599596035
2024-05-20,SPY,456.1485569306688,80735429.04776311,-0.005851241876096136,0.005851241876096136
2024-05-21,SPY,460.6012159729902,103462323.79510257,0.009761423059808347,0.009761423059808347
2024-05-22,SPY,453.6944775007671,72340580.18618387,-0.014995050452989107,0.014995050452989107
2024-05-23,SPY,452.49013918886817,73131670.42143868,-0.0026545139331057527,0.0026545139331057527
2024-05-24,SPY,450.75074398296005,80190236.83234236,-0.0038440510748503566,0.0038440510748503566
2024-05-27,SPY,451.55757448355297,100504781.49388707,0.0017899704245933283,0.0017899704245933283
2024-05-28,SPY,451.4014706372872,74324130.86107843,-0.0003457008698046126,0.0003457008698046126
2024-05-29,SPY,446.56016207361057,94331049.31909738,-0.010725061566240967,0.010725061566240967
2024-05-30,SPY,455.82668505069154,110460024.1224518,0.02075089487170476,0.02075089487170476
2024-05-31,SPY,456.79582623203174,78688329.33145016,0.002126117695879159,0.002126117695879159
2024-06-03,SPY,450.8253297071583,85265320.838697,-0.013070383269747214,0.013070383269747214
2024-06-04,SPY,446.9643107832097,103315683.99747778,-0.00856433449836664,0.00856433449836664
2024-06-05,SPY,447.5569178582112,75324884.02090752,0.001325848755045005,0.001325848755045005
2024-06-06,SPY,450.45695214301634,73475205.281877,0.006479699383674597,0.006479699383674597
2024-06-07,SPY,444.5687812793177,96152538.93730459,-0.013071550645818924,0.013071550645818924
2024-06-10,SPY,447.8867620247464,78879761.0329528,0.007463368741009568,0.007463368741009568
2024-06-11,SPY,441.89272894816565,101925006.16601503,-0.013382920829103489,0.013382920829103489
2024-06-12,SPY,438.53704488549045,89608023.29506528,-0.0075938883870362885,0.0075938883870362885
2024-06-13,SPY,442.43169791794776,68631299.54939035,0.008881012625681963,0.008881012625681963
2024-06-14,SPY,450.11229993532464,92490906.69760954,0.017359972292946564,0.017359972292946564
2024-06-17,SPY,449.88855869111904,80141553.06772104,-0.0004970787162175421,0.0004970787162175421
2024-06-18,SPY,448.65344086222194,75064099.61539744,-0.0027453861740571574,0.0027453861740571574
2024-06-19,SPY,454.49894272355766,99358761.93421923,0.013028991486395131,0.013028991486395131
2024-06-20,SPY,449.78588464619435,69155840.79229341,-0.0103697888693,0.0103697888693
2024-06-21,SPY,451.1933628707403,70111876.53861971,0.0031292183071799256,0.0031292183071799256
2024-06-24,SPY,452.4036690885077,76540384.70047782,0.002682455721570765,0.002682455721570765
2024-06-25,SPY,457.1282190487906,94115837.59875458,0.010443217602107074,0.010443217602107074
2024-06-26,SPY,458.653100218502,67814162.19033325,0.0033357843733305263,0.0033357843733305263
2024-06-27,SPY,457.5918029300576,75050347.61925444,-0.0023139433439756368,0.0023139433439756368
2024-06-28,SPY,460.5641114637667,76483647.55056897,0.006495545843865188,0.006495545843865188
2024-07-01,SPY,455.53675545774894,71561544.38451988,-0.010915648616302042,0.010915648616302042
2024-07-02,SPY,459.4046106841748,80590375.5004799,0.00849076431283613,0.00849076431283613
2024-07-03,SPY,456.47509539965733,72487282.26014367,-0.006376765092005993,0.006376765092005993
2024-07-04,SPY,452.4792680677205,80063471.18325138,-0.008753659010549775,0.008753659010549775
2024-07-05,SPY,450.97411211658255,84342636.84119277,-0.0033264639009110346,0.0033264639009110346
2024-07-08,SPY,451.33940764831374,71755987.52265202,0.0008100144152770579,0.0008100144152770579
2024-07-09,SPY,454.7045306804396,75428665.73354796,0.007455859105367411,0.007455859105367411
2024-07-10,SPY,453.896654077215,71563755.56918792,-0.0017767067374844263,0.0017767067374844263
2024-07-11,SPY,457.39493931223893,75745236.2691953,0.0077072285146849405,0.0077072285146849405
2024-07-12,SPY,462.015005486458,70567406.36675526,0.010100824860821719,0.010100824860821719
2024-07-15,SPY,461.68808917605327,69393939.40170474,-0.0007075880794402147,0.0007075880794402147
2024-07-16,SPY,457.3179939082942,86094477.34009707,-0.00946547110530414,0.00946547110530414
2024-07-17,SPY,461.6842424363503,76385901.89271283,0.009547510892238407,0.009547510892238407
2024-07-18,SPY,463.11753307527084,120493219.26393554,0.0031044824734692304,0.0031044824734692304
2024-07-19,SPY,453.48379209160225,82662446.85006514,-0.02080193535255952,0.02080193535255952
2024-07-22,SPY,449.1607825630978,89706883.59497875,-0.009532886519638156,0.009532886519638156
2024-07-23,SPY,449.96101500515465,67232904.80373129,0.001781616902282403,0.001781616902282403
2024-07-24,SPY,443.94546138335687,84265983.86047454,-0.013369055142985772,0.013369055142985772
2024-07-25,SPY,441.075708499437,77892602.831677,-0.006464201424601893,0.006464201424601893
2024-07-26,SPY,433.67480152899094,88101004.86950454,-0.01677922140764525,0.01677922140764525
2024-07-29,SPY,435.5711036314785,96305060.80293034,0.004372636122278133,0.004372636122278133
2024-07-30,SPY,436.7755352941348,79535632.68678604,0.0027651780676325906,0.0027651780676325906
2024-07-31,SPY,437.697680269699,69872582.23180494,0.0021112560137856616,0.0021112560137856616
2024-08-01,SPY,444.1864348543585,89190766.33836077,0.014824740630704988,0.014824740630704988
2024-08-02,SPY,442.77569131575905,72497887.96082613,-0.003176016708078728,0.003176016708078728
2024-08-05,SPY,441.6502432424497,79942540.05682226,-0.0025418018544897157,0.0025418018544897157
2024-08-06,SPY,450.72581691617233,110519088.07452503,0.02054923282073355,0.02054923282073355
2024-08-07,SPY,445.0202456887086,97374248.63828894,-0.012658629733039814,0.012658629733039814
2024-08-08,SPY,448.4209253191092,95793791.54275787,0.007641629034512065,0.007641629034512065
2024-08-09,SPY,442.6807045956438,92795623.88155667,-0.01280096534161614,0.01280096534161614
2024-08-12,SPY,443.88150163463166,81210650.37209149,0.0027125578922278398,0.0027125578922278398
2024-08-13,SPY,453.428427847604,76349407.80220325,0.0215078262505082,0.0215078262505082
2024-08-14,SPY,454.8175331549931,77098675.87468533,0.0030635602491513136,0.0030635602491513136
2024-08-15,SPY,451.4663339996397,78841161.01194249,-0.007368227720041365,0.007368227720041365
2024-08-16,SPY,462.3882800531559,101453674.4994507,0.02419216059092654,0.02419216059092654
2024-08-19,SPY,460.035549650068,93350931.25031947,-0.005088213747150858,0.005088213747150858
2024-08-20,SPY,459.2479848910618,85743662.9197369,-0.0017119649983686363,0.0017119649983686363
2024-08-21,SPY,460.8065442389255,74407351.68354797,0.003393720602243637,0.003393720602243637
2024-08-22,SPY,454.78119823851705,109034304.868001,-0.013075651975299016,0.013075651975299016
2024-08-23,SPY,460.0116289947124,102497483.04477914,0.01150098283845983,0.01150098283845983
2024-08-26,SPY,467.6194165889912,86960297.4804906,0.01653825058923951,0.01653825058923951
2024-08-27,SPY,471.33121966123633,86466342.37854302,0.007937658147988282,0.007937658147988282
2024-08-28,SPY,473.05328024536277,88598410.55196193,0.003653610268728072,0.003653610268728072
2024-08-29,SPY,472.51259128286176,81651696.41084696,-0.0011429768803644328,0.0011429768803644328
2024-08-30,SPY,476.86790796719936,84160674.01471765,0.009217355822229123,0.009217355822229123
2024-09-02,SPY,462.01309934091427,103400802.55481331,-0.03115078280190504,0.03115078280190504
2024-09-03,SPY,461.5983489702428,80603302.51514472,-0.0008977026219888077,0.0008977026219888077
2024-09-04,SPY,462.94218053268474,83656399.69021714,0.0029112572985581712,0.0029112572985581712
2024-09-05,SPY,453.9123535221386,74937215.47087745,-0.019505301936747398,0.019505301936747398
2024-09-06,SPY,456.00564904013385,68093892.69773534,0.004611673380890406,0.004611673380890406
2024-09-09,SPY,455.5838210845031,99227134.89055015,-0.0009250498464628504,0.0009250498464628504
2024-01-02,TLT,93.99712435768609,31592709.207687493,-0.010556585708567415,0.010556585708567415
2024-01-03,TLT,94.32711083073062,40373008.69089168,0.0035106017902082794,0.0035106017902082794
2024-01-04,TLT,94.54808517910796,41599113.09107735,0.0023426387857238334,0.0023426387857238334
2024-01-05,TLT,94.70480442693382,37217760.92862715,0.0016575613089251148,0.0016575613089251148
2024-01-08,TLT,94.25446100643371,38679475.68274184,-0.004755233097466899,0.004755233097466899
2024-01-09,TLT,94.93407751053972,45975925.29950359,0.0072104439073671055,0.0072104439073671055
2024-01-10,TLT,95.17683599812626,45507889.39202793,0.002557126944848475,0.002557126944848475
2024-01-11,TLT,94.95839298592729,36986880.98121719,-0.0022951279048955796,0.0022951279048955796
2024-01-12,TLT,94.0325017971717,26889136.51348918,-0.009750493449197309,0.009750493449197309
2024-01-15,TLT,93.89070520817315,39015353.72599739,-0.001507952955504817,0.001507952955504817
2024-01-16,TLT,93.50643916215458,37132574.14972262,-0.0040926952797571865,0.0040926952797571865
2024-01-17,TLT,92.69216388946501,40824674.16621029,-0.008708226727332475,0.008708226727332475
2024-01-18,TLT,92.94872131420082,33956324.4586385,0.0027678437310165727,0.0027678437310165727
2024-01-19,TLT,93.33722809429328,32347998.38290315,0.004179796931031921,0.004179796931031921
2024-01-22,TLT,93.89241605964095,39238770.88894376,0.005948194270209021,0.005948194270209021
2024-01-23,TLT,93.98344211725151,34415552.334046885,0.0009694718852770764,0.0009694718852770764
2024-01-24,TLT,93.83602581877832,36261735.146512546,-0.0015685347881732909,0.0015685347881732909
2024-01-25,TLT,94.60019226245663,39361127.95461156,0.008143636060995354,0.008143636060995354
2024-01-26,TLT,95.12834019138188,37257103.34978595,0.005582947732917468,0.005582947732917468
2024-01-29,TLT,96.683236081056,33209963.35708906,0.01634524355776567,0.01634524355776567
2024-01-30,TLT,97.08350836626832,39022293.88968478,0.004140038143497327,0.004140038143497327
2024-01-31,TLT,96.46949623106248,34854970.972503796,-0.0063245771144707485,0.0063245771144707485
2024-02-01,TLT,97.14663900558739,36191507.56666462,0.007019242361368244,0.007019242361368244
2024-02-02,TLT,98.75919424477956,41539122.35465458,0.0165991871226694,0.0165991871226694
2024-02-05,TLT,98.97603426031918,30162979.932083786,0.002195643830408033,0.002195643830408033
2024-02-06,TLT,98.87778046575194,34475609.51773413,-0.0009927028830923074,0.0009927028830923074
2024-02-07,TLT,98.49403598998907,29152428.95883699,-0.0038809980761630764,0.0038809980761630764
2024-02-08,TLT,99.843727044024,36202260.14740918,0.01370327695955217,0.01370327695955217
2024-02-09,TLT,99.74626652569108,37014798.020588726,-0.000976130611489819,0.000976130611489819
2024-02-12,TLT,99.60873471666,35013190.26303835,-0.0013788166095989195,0.0013788166095989195
2024-02-13,TLT,99.85702676370342,34673385.34703109,0.0024926734362172532,0.0024926734362172532
2024-02-14,TLT,98.89837544726454,,-0.009600238936688687,0.009600238936688687
2024-02-15,TLT,98.7469300315419,33891437.053194955,-0.0015313235939188343,0.0015313235939188343
2024-02-16,TLT,97.9077002044517,30771610.934959948,-0.008498794107544779,0.008498794107544779
2024-02-19,TLT,97.84935295262899,40085267.48998158,-0.0005959413988978386,0.0005959413988978386
2024-02-20,TLT,98.23079219519275,36973022.10467567,0.00389822958510954,0.00389822958510954
2024-02-21,TLT,98.91052434542823,40418362.169972315,0.00691974619205769,0.00691974619205769
2024-02-22,TLT,98.66299636936404,33966462.80223004,-0.002502544372323255,0.002502544372323255
2024-02-23,TLT,99.274460549453,34703582.803385876,0.006197502636143704,0.006197502636143704
2024-02-26,TLT,99.04571290908548,32553718.600256898,-0.0023041942419173784,0.0023041942419173784
2024-02-27,TLT,97.94143446456032,29952153.49024698,-0.011149179627176672,0.011149179627176672
2024-02-28,TLT,98.38032583912566,34100907.179349355,0.004481161389607126,0.004481161389607126
2024-02-29,TLT,98.28436807987546,32740394.72563303,-0.0009753754974050355,0.0009753754974050355
2024-03-01,TLT,98.40753877001423,42578265.69106947,0.001253207326302903,0.001253207326302903
2024-03-04,TLT,96.64759702951542,31269984.85961186,-0.01788421662096366,0.01788421662096366
2024-03-05,TLT,96.84232392458577,35506419.216183595,0.002014813622431641,0.002014813622431641
2024-03-06,TLT,97.06289615745456,34658823.87440072,0.002277642914068798,0.002277642914068798
2024-03-07,TLT,97.28420611214638,35056656.30862696,0.002280067496984691,0.002280067496984691
2024-03-08,TLT,98.04912794884733,36063107.278376505,0.007862754575179239,0.007862754575179239
2024-03-11,TLT,97.85761424048695,36197497.90887491,-0.0019532423425561523,0.0019532423425561523
2024-03-12,TLT,99.39065826760434,42737902.68150736,0.015666067878477883,0.015666067878477883
2024-03-13,TLT,99.95934419678841,29650871.397753965,0.005721724144867982,0.005721724144867982
2024-03-14,TLT,100.4059668864238,39580519.913581945,0.00446804341529219,0.00446804341529219
2024-03-15,TLT,98.7140882556968,37524517.99521188,-0.016850379346884926,0.016850379346884926
2024-03-18,TLT,97.41582400812335,33664530.34192823,-0.013151762534751671,0.013151762534751671
2024-03-19,TLT,98.50602273809632,29924959.658703003,0.011191187274482683,0.011191187274482683
2024-03-20,TLT,98.84440099854064,28519314.50318602,0.003435102250996268,0.003435102250996268
2024-03-21,TLT,99.56011169896146,36061580.31371023,0.0072407814017851225,0.0072407814017851225
2024-03-22,TLT,99.36746699973752,30669966.846331917,-0.0019349586489663076,0.0019349586489663076
2024-03-25,TLT,99.35859560750131,30258040.922903564,-8.927863921717536e-05,8.927863921717536e-05
2024-03-26,TLT,99.84505871149646,33726881.03694968,0.004896034419778202,0.004896034419778202
2024-03-27,TLT,99.3712076730598,35829259.960025996,-0.004745863686713519,0.004745863686713519
2024-03-28,TLT,100.37530715602357,35012429.5279907,0.010104531347423581,0.010104531347423581
2024-03-29,TLT,99.6796123642908,31671915.191665422,-0.006930935619966511,0.006930935619966511
2024-04-01,TLT,99.92109232469846,32647935.041586537,0.002422561190598898,0.002422561190598898
2024-04-02,TLT,99.82133589571032,34129594.358648755,-0.0009983520662883046,0.0009983520662883046
2024-04-03,TLT,100.16199703659531,31254996.756129652,0.0034127086942705165,0.0034127086942705165
2024-04-04,TLT,101.13344716658713,41211884.96339937,0.00969878954826436,0.00969878954826436
2024-04-05,TLT,100.43842915141674,42271410.304191716,-0.006872286416041462,0.006872286416041462
2024-04-08,TLT,100.85935897324947,41643170.426973574,0.004190923985859459,0.004190923985859459
2024-04-09,TLT,101.0492291918853,33798125.87255719,0.0018825245427765936,0.0018825245427765936
2024-04-10,TLT,101.75263749867277,34912752.11606647,0.006961045743869575,0.006961045743869575
2024-04-11,TLT,101.84469299505098,31281473.559434596,0.0009046988720996036,0.0009046988720996036
2024-04-12,TLT,101.60395520909762,41598326.53546118,-0.002363773495444365,0.002363773495444365
2024-04-15,TLT,102.07245472288716,33848017.14168967,0.004611036182847306,0.004611036182847306
2024-04-16,TLT,103.13884699797421,48350204.033531815,0.01044740501227442,0.01044740501227442
2024-04-17,TLT,103.84427545643481,28511076.7414792,0.0068396000051702795,0.0068396000051702795
2024-04-18,TLT,104.07502823954951,36243565.17259727,0.002222104031256976,0.002222104031256976
2024-04-19,TLT,104.5035153985329,37963585.32553009,0.004117098656914606,0.004117098656914606
2024-04-22,TLT,103.49438490097023,37128213.38443308,-0.009656426328954236,0.009656426328954236
2024-04-23,TLT,103.22093486582689,37971830.5842968,-0.0026421726686428524,0.0026421726686428524
2024-04-24,TLT,103.1571609348079,44347378.80953996,-0.0006178391147288379,0.0006178391147288379
2024-04-25,TLT,102.88798092169222,35243196.393606335,-0.0026094166481161777,0.0026094166481161777
2024-04-26,TLT,102.50172714941128,39404173.0842792,-0.0037541194687738303,0.0037541194687738303
2024-04-29,TLT,102.585685896946,33175478.15287164,0.0008190959300847766,0.0008190959300847766
2024-04-30,TLT,102.99187257496554,30796270.647966377,0.003959486886187643,0.003959486886187643
2024-05-01,TLT,104.50934817896209,33842537.54380756,0.01473393546555834,0.01473393546555834
2024-05-02,TLT,104.11651646567445,39515993.860392176,-0.0037588189012043626,0.0037588189012043626
2024-05-03,TLT,103.57321404154008,37512313.94932199,-0.005218215539447889,0.005218215539447889
2024-05-06,TLT,104.41453804015384,31012142.62893421,0.00812298823010684,0.00812298823010684
2024-05-07,TLT,104.64759318033164,36749697.33730749,0.002232018113111384,0.002232018113111384
2024-05-08,TLT,104.11614950091405,38802735.24897878,-0.005078412826005323,0.005078412826005323
2024-05-09,TLT,105.35138857342824,40035976.30727481,0.011864048742057624,0.011864048742057624
2024-05-10,TLT,105.31761527423944,40018661.44257401,-0.00032057763685992174,0.00032057763685992174
2024-05-13,TLT,105.19652129833973,29554942.548810508,-0.0011497979287168271,0.0011497979287168271
2024-05-14,TLT,104.8627267706754,31872955.580313608,-0.003173056708954327,0.003173056708954327
2024-05-15,TLT,104.30383013168911,31862692.65322337,-0.005329793113319823,0.005329793113319823
2024-05-16,TLT,104.49331224231928,35993685.56764633,0.001816636171375025,0.001816636171375025
2024-05-17,TLT,103.90790920723492,42452716.083058484,-0.005602301453769761,0.005602301453769761
2024-05-20,TLT,105.80697682525498,37401069.49830057,0.01827644914144615,0.01827644914144615
2024-05-21,TLT,106.16726010745302,37298020.1853116,0.0034050994840640145,0.0034050994840640145
2024-05-22,TLT,106.09438704827191,38987823.7086743,-0.0006863986044977733,0.0006863986044977733
2024-05-23,TLT,105.62890433955424,34126814.12992861,-0.004387439540094494,0.004387439540094494
2024-05-24,TLT,105.92427923933823,39287216.30912664,0.0027963453907889897,0.0027963453907889897
2024-05-27,TLT,106.7663340877338,36428044.651867375,0.007949592430012262,0.007949592430012262
2024-05-28,TLT,107.04881053375533,44046554.05411346,0.0026457445451805034,0.0026457445451805034
2024-05-29,TLT,106.29309814796227,43446636.37766103,-0.0070595122171372895,0.0070595122171372895
2024-05-30,TLT,106.21881514970724,33364456.228241626,-0.0006988506267041174,0.0006988506267041174
2024-05-31,TLT,105.04663638858054,35404895.55546285,-0.011035509664409257,0.011035509664409257
2024-06-03,TLT,106.19421258567053,47051522.01609316,0.010924444956475767,0.010924444956475767
2024-06-04,TLT,106.7946996113358,32855806.432956863,0.005654611593648172,0.005654611593648172
2024-06-05,TLT,107.04239682440351,40946266.27582279,0.0023193774032717984,0.0023193774032717984
2024-06-06,TLT,107.35391954794441,34083540.538326845,0.0029102741790425855,0.0029102741790425855
2024-06-07,TLT,107.01982597955303,31223986.546030432,-0.0031120761104783236,0.0031120761104783236
2024-06-10,TLT,107.00284711345992,43209313.18714211,-0.0001586515950451947,0.0001586515950451947
2024-06-11,TLT,107.81500185016911,38951780.509410754,0.007590029224624534,0.007590029224624534
2024-06-12,TLT,107.87477243684344,31144115.089056768,0.0005543809826893218,0.0005543809826893218
2024-06-13,TLT,108.41246987961121,35322943.69627498,0.004984459578652349,0.004984459578652349
2024-06-14,TLT,108.67315229715999,32711124.55136187,0.0024045427416076507,0.0024045427416076507
2024-06-17,TLT,108.94367619833895,31826618.469268147,0.0024893351804062087,0.0024893351804062087
2024-06-18,TLT,109.28133442714346,35431045.71119887,0.003099383466643766,0.003099383466643766
2024-06-19,TLT,110.17259416316512,42314845.9380776,0.008155644700841758,0.008155644700841758
2024-06-20,TLT,110.04478331092238,29891697.50169742,-0.0011600966030938073,0.0011600966030938073
