date,ticker,close,volume
2016-11-03,DBC,12.512476921081543,1884900
2016-11-04,DBC,12.427932739257812,1725100
2016-11-07,DBC,12.478658676147461,8293200
2016-11-08,DBC,12.461750030517578,1254200
2016-11-09,DBC,12.520931243896484,3111200
2016-11-10,DBC,12.419478416442871,1535100
2016-11-11,DBC,12.182756423950195,1701800
2016-11-14,DBC,12.157393455505371,3068400
2016-11-15,DBC,12.427932739257812,4373300
2016-11-16,DBC,12.275754928588867,2185900
2016-11-17,DBC,12.301116943359375,1104100
2016-11-18,DBC,12.402569770812988,1603800
2016-11-21,DBC,12.749198913574219,10376300
2016-11-22,DBC,12.732290267944336,2566400
2016-11-23,DBC,12.783015251159668,1863600
2016-11-25,DBC,12.690017700195312,2590900
2016-11-28,DBC,12.732290267944336,2835400
2016-11-29,DBC,12.478658676147461,6781500
2016-11-30,DBC,12.859105110168457,5383700
2016-12-01,DBC,13.09582805633545,3661700
2016-12-02,DBC,13.188827514648438,2360500
2016-12-05,DBC,13.256462097167969,3254700
2016-12-06,DBC,13.197280883789062,1398100
2016-12-07,DBC,13.09582805633545,1842300
2016-12-08,DBC,13.12119197845459,1693000
2016-12-09,DBC,13.188827514648438,2500600
2016-12-12,DBC,13.273370742797852,2873400
2016-12-13,DBC,13.307188987731934,1381300
2016-12-14,DBC,13.180373191833496,3129200
2016-12-15,DBC,13.163463592529297,1580500
2016-12-16,DBC,13.22264575958252,1148900
2016-12-19,DBC,13.14655590057373,1565600
2016-12-20,DBC,13.205735206604004,2103500
2016-12-21,DBC,13.129646301269531,4886500
2016-12-22,DBC,13.112737655639648,3033800
2016-12-23,DBC,13.138100624084473,1265400
2016-12-27,DBC,13.341005325317383,1303600
2016-12-28,DBC,13.349459648132324,1603200
2016-12-29,DBC,13.366369247436523,1198000
2016-12-30,DBC,13.391732215881348,1623400
2017-01-03,DBC,13.231099128723145,5935100
2017-01-04,DBC,13.332551002502441,3281500
2017-01-05,DBC,13.400187492370605,28475900
2017-01-06,DBC,13.383277893066406,2781800
2017-01-09,DBC,13.180373191833496,3365900
2017-01-10,DBC,13.12119197845459,1915100
2017-01-11,DBC,13.264915466308594,2711900
2017-01-12,DBC,13.459365844726562,1752700
2017-01-13,DBC,13.434003829956055,1241000
2017-01-17,DBC,13.425549507141113,2168100
2017-01-18,DBC,13.307188987731934,1570600
2017-01-19,DBC,13.264915466308594,2495900
2017-01-20,DBC,13.417095184326172,1780900
2017-01-23,DBC,13.417095184326172,1390700
2017-01-24,DBC,13.450911521911621,2219200
2017-01-25,DBC,13.366369247436523,1724200
2017-01-26,DBC,13.425549507141113,2201400
2017-01-27,DBC,13.315642356872559,1835600
2017-01-30,DBC,13.239553451538086,4275000
2017-01-31,DBC,13.315642356872559,14620200
2017-02-01,DBC,13.459365844726562,4732000
2017-02-02,DBC,13.459365844726562,3617100
2017-02-03,DBC,13.450911521911621,2433500
2017-02-06,DBC,13.366369247436523,2332800
2017-02-07,DBC,13.307188987731934,2026500
2017-02-08,DBC,13.357914924621582,2314600
2017-02-09,DBC,13.425549507141113,1669500
2017-02-10,DBC,13.5692720413208,2768200
2017-02-13,DBC,13.417095184326172,1122500
2017-02-14,DBC,13.434003829956055,1679700
2017-02-15,DBC,13.450911521911621,1350400
2017-02-16,DBC,13.366369247436523,1300300
2017-02-17,DBC,13.341005325317383,2265500
2017-02-21,DBC,13.3240966796875,1838700
2017-02-22,DBC,13.256462097167969,2480700
2017-02-23,DBC,13.298733711242676,2209700
2017-02-24,DBC,13.273370742797852,1371600
2017-02-27,DBC,13.239553451538086,1914300
2017-02-28,DBC,13.29028034210205,2321000
2017-03-01,DBC,13.349459648132324,2324000
2017-03-02,DBC,13.138100624084473,1381200
2017-03-03,DBC,13.205735206604004,1805600
2017-03-06,DBC,13.188827514648438,1297800
2017-03-07,DBC,13.129646301269531,1468000
2017-03-08,DBC,12.833742141723633,4012200
2017-03-09,DBC,12.723834991455078,4657800
2017-03-10,DBC,12.605474472045898,4163400
2017-03-13,DBC,12.588565826416016,2701200
2017-03-14,DBC,12.53783893585205,2946400
2017-03-15,DBC,12.647747039794922,3442700
2017-03-16,DBC,12.630838394165039,2088200
2017-03-17,DBC,12.673110008239746,1161700
2017-03-20,DBC,12.664655685424805,2166400
2017-03-21,DBC,12.597021102905273,1882000
2017-03-22,DBC,12.588565826416016,1921500
2017-03-23,DBC,12.563201904296875,1511400
2017-03-24,DBC,12.605474472045898,1372400
2017-03-27,DBC,12.588565826416016,2124000
2017-03-28,DBC,12.664655685424805,1713300
2017-03-29,DBC,12.783015251159668,2553000
2017-03-30,DBC,12.833742141723633,1325100
2017-03-31,DBC,12.859105110168457,3000100
2017-04-03,DBC,12.808379173278809,4604200
2017-04-04,DBC,12.935195922851562,4604200
2017-04-05,DBC,12.96055793762207,4604600
2017-04-06,DBC,12.994376182556152,2856200
2017-04-07,DBC,13.028192520141602,6227100
2017-04-10,DBC,13.129646301269531,945800
2017-04-11,DBC,13.155010223388672,1391600
2017-04-12,DBC,13.155010223388672,1429300
2017-04-13,DBC,13.197280883789062,2123000
2017-04-17,DBC,13.12119197845459,1866000
2017-04-18,DBC,13.070466041564941,1462800
2017-04-19,DBC,12.842196464538574,2094500
2017-04-20,DBC,12.791470527648926,1847400
2017-04-21,DBC,12.664655685424805,1585100
2017-04-24,DBC,12.622384071350098,1767600
2017-04-25,DBC,12.681563377380371,1586400
2017-04-26,DBC,12.613929748535156,5213800
2017-04-27,DBC,12.546293258666992,919000
2017-04-28,DBC,12.512476921081543,2065900
2017-05-01,DBC,12.53783893585205,3598700
2017-05-02,DBC,12.402569770812988,3162000
2017-05-03,DBC,12.351842880249023,2146400
2017-05-04,DBC,12.055939674377441,3352800
2017-05-05,DBC,12.225027084350586,2436200
2017-05-08,DBC,12.174301147460938,1583100
2017-05-09,DBC,12.115120887756348,1473000
2017-05-10,DBC,12.309572219848633,2232100
2017-05-11,DBC,12.360297203063965,1312200
2017-05-12,DBC,12.360297203063965,788700
2017-05-15,DBC,12.427932739257812,893700
2017-05-16,DBC,12.444841384887695,755700
2017-05-17,DBC,12.529383659362793,3215000
2017-05-18,DBC,12.495567321777344,841700
2017-05-19,DBC,12.740744590759277,736600
2017-05-22,DBC,12.825288772583008,1975400
2017-05-23,DBC,12.783015251159668,1361200
2017-05-24,DBC,12.75765323638916,1150900
2017-05-25,DBC,12.478658676147461,1306400
2017-05-26,DBC,12.571657180786133,1106200
2017-05-30,DBC,12.47020435333252,2593000
2017-05-31,DBC,12.334935188293457,2029200
2017-06-01,DBC,12.250391006469727,2487200
2017-06-02,DBC,12.191210746765137,1460600
2017-06-05,DBC,12.123575210571289,1512700
2017-06-06,DBC,12.208118438720703,1064100
2017-06-07,DBC,12.039031028747559,1661800
2017-06-08,DBC,12.039031028747559,1348100
2017-06-09,DBC,12.106666564941406,1206000
2017-06-12,DBC,11.996758460998535,2584100
2017-06-13,DBC,12.047484397888184,890000
2017-06-14,DBC,11.836126327514648,1195800
2017-06-15,DBC,11.886852264404297,1042900
2017-06-16,DBC,11.937579154968262,1476500
2017-06-19,DBC,11.861489295959473,957700
2017-06-20,DBC,11.743127822875977,1559400
2017-06-21,DBC,11.616312980651855,2879400
2017-06-22,DBC,11.633221626281738,1305700
2017-06-23,DBC,11.683947563171387,1874600
2017-06-26,DBC,11.709311485290527,1566600
2017-06-27,DBC,11.844581604003906,1174900
2017-06-28,DBC,11.920669555664062,2204700
2017-06-29,DBC,11.971396446228027,893600
2017-06-30,DBC,12.216573715209961,2047400
2017-07-03,DBC,12.343389511108398,3013000
2017-07-05,DBC,12.157393455505371,3157600
2017-07-06,DBC,12.165847778320312,3055900
2017-07-07,DBC,12.047484397888184,1950900
2017-07-10,DBC,12.098213195800781,979500
2017-07-11,DBC,12.216573715209961,759800
2017-07-12,DBC,12.157393455505371,1252300
2017-07-13,DBC,12.14893913269043,630000
2017-07-14,DBC,12.284208297729492,759000
2017-07-17,DBC,12.241935729980469,1141300
2017-07-18,DBC,12.292662620544434,858900
2017-07-19,DBC,12.402569770812988,825500
2017-07-20,DBC,12.385660171508789,1132100
2017-07-21,DBC,12.216573715209961,894800
2017-07-24,DBC,12.241935729980469,606700
2017-07-25,DBC,12.377206802368164,722700
2017-07-26,DBC,12.495567321777344,2389200
2017-07-27,DBC,12.571657180786133,1062200
2017-07-28,DBC,12.63929271697998,834800
2017-07-31,DBC,12.715380668640137,1109900
2017-08-01,DBC,12.571657180786133,1041300
2017-08-02,DBC,12.597021102905273,2126600
2017-08-03,DBC,12.504022598266602,2187100
2017-08-04,DBC,12.529383659362793,1113200
2017-08-07,DBC,12.55474853515625,989400
2017-08-08,DBC,12.563201904296875,1113800
2017-08-09,DBC,12.647747039794922,1013700
2017-08-10,DBC,12.453295707702637,2661400
2017-08-11,DBC,12.495567321777344,1543200
2017-08-14,DBC,12.385660171508789,1346600
2017-08-15,DBC,12.326480865478516,839800
2017-08-16,DBC,12.292662620544434,2787700
2017-08-17,DBC,12.326480865478516,1782100
2017-08-18,DBC,12.546293258666992,1266300
2017-08-21,DBC,12.394115447998047,953900
2017-08-22,DBC,12.427932739257812,1118900
2017-08-23,DBC,12.53783893585205,1042000
2017-08-24,DBC,12.529383659362793,766200
2017-08-25,DBC,12.504022598266602,565000
2017-08-28,DBC,12.512476921081543,925900
2017-08-29,DBC,12.512476921081543,712000
2017-08-30,DBC,12.419478416442871,831900
2017-08-31,DBC,12.766107559204102,2587700
2017-09-01,DBC,12.783015251159668,2722900
2017-09-05,DBC,12.808379173278809,1211700
2017-09-06,DBC,12.935195922851562,2212200
2017-09-07,DBC,12.926740646362305,1205400
2017-09-08,DBC,12.783015251159668,1041000
2017-09-11,DBC,12.808379173278809,1104300
2017-09-12,DBC,12.842196464538574,1451600
2017-09-13,DBC,12.901378631591797,909200
2017-09-14,DBC,12.909832954406738,944000
2017-09-15,DBC,12.969013214111328,1176500
2017-09-18,DBC,12.952103614807129,1693700
2017-09-19,DBC,12.926740646362305,537400
2017-09-20,DBC,13.03664779663086,1577600
2017-09-21,DBC,12.985921859741211,1146000
2017-09-22,DBC,13.03664779663086,667000
2017-09-25,DBC,13.256462097167969,1120300
2017-09-26,DBC,13.138100624084473,1114000
2017-09-27,DBC,13.087372779846191,2008000
2017-09-28,DBC,13.087372779846191,909000
2017-09-29,DBC,13.01973819732666,3072300
2017-10-02,DBC,12.909832954406738,3580000
2017-10-03,DBC,12.91828727722168,1384500
2017-10-04,DBC,12.935195922851562,1411000
2017-10-05,DBC,13.078920364379883,1391000
2017-10-06,DBC,12.87601375579834,1384400
2017-10-09,DBC,12.884469032287598,632700
2017-10-10,DBC,13.03664779663086,650600
2017-10-11,DBC,13.06201171875,709300
2017-10-12,DBC,13.0451021194458,789900
2017-10-13,DBC,13.171917915344238,627000
2017-10-16,DBC,13.205735206604004,905300
2017-10-17,DBC,13.188827514648438,615100
2017-10-18,DBC,13.180373191833496,503200
2017-10-19,DBC,13.12119197845459,1757100
2017-10-20,DBC,13.188827514648438,503700
2017-10-23,DBC,13.188827514648438,1102300
2017-10-24,DBC,13.3240966796875,687100
2017-10-25,DBC,13.341005325317383,865300
2017-10-26,DBC,13.400187492370605,500200
2017-10-27,DBC,13.46782112121582,892900
2017-10-30,DBC,13.50163745880127,1241900
2017-10-31,DBC,13.535455703735352,2245500
2017-11-01,DBC,13.54391098022461,5287100
2017-11-02,DBC,13.628454208374023,5054600
2017-11-03,DBC,13.712997436523438,4649100
2017-11-06,DBC,13.97508430480957,7479300
2017-11-07,DBC,13.89054012298584,5736700
2017-11-08,DBC,13.865177154541016,1670700
2017-11-09,DBC,13.89054012298584,1459500
2017-11-10,DBC,13.865177154541016,1740600
2017-11-13,DBC,13.822904586791992,1918500
2017-11-14,DBC,13.636906623840332,2498800
2017-11-15,DBC,13.619998931884766,1621100
2017-11-16,DBC,13.577726364135742,1457700
2017-11-17,DBC,13.797541618347168,6369300
2017-11-20,DBC,13.687634468078613,1627800
2017-11-21,DBC,13.780632019042969,1094100
2017-11-22,DBC,13.856722831726074,1651300
2017-11-24,DBC,13.898995399475098,576200
2017-11-27,DBC,13.873631477355957,1248900
2017-11-28,DBC,13.814449310302734,3163600
2017-11-29,DBC,13.721452713012695,1814100
2017-11-30,DBC,13.662270545959473,1926400
2017-12-01,DBC,13.780632019042969,6363500
2017-12-04,DBC,13.61154556274414,1210300
2017-12-05,DBC,13.61154556274414,858700
2017-12-06,DBC,13.383277893066406,1976500
2017-12-07,DBC,13.425549507141113,2405000
2017-12-08,DBC,13.493183135986328,1667400
2017-12-11,DBC,13.527000427246094,1083500
2017-12-12,DBC,13.408639907836914,918500
2017-12-13,DBC,13.349459648132324,2441600
2017-12-14,DBC,13.391732215881348,2278800
2017-12-15,DBC,13.391732215881348,1953200
2017-12-18,DBC,13.450911521911621,1587300
2017-12-19,DBC,13.55236530303955,1575000
2017-12-20,DBC,13.628454208374023,1741300
2017-12-21,DBC,13.636906623840332,3497500
2017-12-22,DBC,13.696089744567871,3404600
2017-12-26,DBC,13.898995399475098,1793800
2017-12-27,DBC,13.932811737060547,6071600
2017-12-28,DBC,14.000446319580078,1933800
2017-12-29,DBC,14.042719841003418,1984300
2018-01-02,DBC,14.11035442352295,3995700
2018-01-03,DBC,14.194897651672363,6139800
2018-01-04,DBC,14.17798900604248,2532700
2018-01-05,DBC,14.127262115478516,1746400
2018-01-08,DBC,14.11880874633789,2208000
2018-01-09,DBC,14.211806297302246,5148000
2018-01-10,DBC,14.262533187866211,2467700
2018-01-11,DBC,14.254077911376953,3052900
2018-01-12,DBC,14.347074508666992,7625800
2018-01-16,DBC,14.279439926147461,2398900
2018-01-17,DBC,14.296348571777344,2351900
2018-01-18,DBC,14.296348571777344,1805400
2018-01-19,DBC,14.27098560333252,1306200
2018-01-22,DBC,14.304802894592285,3227700
2018-01-23,DBC,14.406255722045898,2381700
2018-01-24,DBC,14.558435440063477,2814600
2018-01-25,DBC,14.473891258239746,2613300
2018-01-26,DBC,14.5837984085083,3436100
2018-01-29,DBC,14.54152774810791,1304500
2018-01-30,DBC,14.440073013305664,4444600
2018-01-31,DBC,14.456981658935547,35764200
2018-02-01,DBC,14.6007080078125,4764400
2018-02-02,DBC,14.363984107971191,2011500
2018-02-05,DBC,14.228713989257812,3294800
2018-02-06,DBC,14.144170761108398,7712100
2018-02-07,DBC,13.983538627624512,2161100
2018-02-08,DBC,13.839814186096191,5035800
2018-02-09,DBC,13.636906623840332,8507700
2018-02-12,DBC,13.721452713012695,3396000
2018-02-13,DBC,13.746814727783203,1387300
2018-02-14,DBC,13.958175659179688,4016700
2018-02-15,DBC,13.983538627624512,3893600
2018-02-16,DBC,14.008901596069336,2223600
2018-02-20,DBC,14.051173210144043,2657100
2018-02-21,DBC,14.034265518188477,2374900
2018-02-22,DBC,14.161080360412598,2693000
2018-02-23,DBC,14.254077911376953,2696100
2018-02-26,DBC,14.330166816711426,3158200
2018-02-27,DBC,14.186444282531738,4760600
2018-02-28,DBC,14.034265518188477,3710600
2018-03-01,DBC,14.059626579284668,5442800
2018-03-02,DBC,14.059626579284668,5425400
2018-03-05,DBC,14.144170761108398,2534600
2018-03-06,DBC,14.194897651672363,1780600
2018-03-07,DBC,14.042719841003418,3375200
2018-03-08,DBC,13.958175659179688,2651700
2018-03-09,DBC,14.093445777893066,3346700
2018-03-12,DBC,14.06808090209961,1367100
2018-03-13,DBC,14.025811195373535,1913900
2018-03-14,DBC,14.025811195373535,1961200
2018-03-15,DBC,14.017355918884277,1128100
2018-03-16,DBC,14.06808090209961,1023900
2018-03-19,DBC,13.97508430480957,1684700
2018-03-20,DBC,14.06808090209961,1326300
2018-03-21,DBC,14.321712493896484,1728000
2018-03-22,DBC,14.211806297302246,1750400
2018-03-23,DBC,14.33862018585205,2532600
2018-03-26,DBC,14.347074508666992,3299900
2018-03-27,DBC,14.287894248962402,1288100
2018-03-28,DBC,14.228713989257812,1471000
2018-03-29,DBC,14.35552978515625,4371400
2018-04-02,DBC,14.161080360412598,4823100
2018-04-03,DBC,14.237170219421387,2854300
2018-04-04,DBC,14.17798900604248,2547400
2018-04-05,DBC,14.245623588562012,2639300
2018-04-06,DBC,14.144170761108398,1521400
2018-04-09,DBC,14.321712493896484,1801800
2018-04-10,DBC,14.566888809204102,3665900
2018-04-11,DBC,14.676797866821289,2567200
2018-04-12,DBC,14.617616653442383,2685700
2018-04-13,DBC,14.626069068908691,2084300
2018-04-16,DBC,14.575345039367676,2116200
2018-04-17,DBC,14.5837984085083,1824000
2018-04-18,DBC,14.854339599609375,2904200
2018-04-19,DBC,14.795159339904785,1997600
2018-04-20,DBC,14.769795417785645,1981000
2018-04-23,DBC,14.761340141296387,2094000
2018-04-24,DBC,14.68525218963623,1724100
2018-04-25,DBC,14.710614204406738,1745900
2018-04-26,DBC,14.786704063415527,2550400
2018-04-27,DBC,14.77824878692627,1519700
2018-04-30,DBC,14.845885276794434,2875400
2018-05-01,DBC,14.761340141296387,2598700
2018-05-02,DBC,14.761340141296387,2170000
2018-05-03,DBC,14.854339599609375,2117500
2018-05-04,DBC,14.955792427062988,1602700
2018-05-07,DBC,14.94733715057373,1544800
2018-05-08,DBC,14.989608764648438,4060900
2018-05-09,DBC,15.1248779296875,5029300
2018-05-10,DBC,15.200966835021973,2579600
2018-05-11,DBC,15.107969284057617,1407800
2018-05-14,DBC,15.217877388000488,2200600
2018-05-15,DBC,15.234784126281738,2064900
2018-05-16,DBC,15.319330215454102,2955100
2018-05-17,DBC,15.336237907409668,1644800
2018-05-18,DBC,15.344691276550293,1696500
2018-05-21,DBC,15.463054656982422,2535700
2018-05-22,DBC,15.479961395263672,2626500
2018-05-23,DBC,15.564507484436035,1879300
2018-05-24,DBC,15.463054656982422,1139800
2018-05-25,DBC,15.234784126281738,2612300
2018-05-29,DBC,15.09106159210205,3213300
2018-05-30,DBC,15.285511016845703,2398300
2018-05-31,DBC,15.243241310119629,2542900
2018-06-01,DBC,15.141788482666016,5462200
2018-06-04,DBC,14.96424674987793,2920900
2018-06-05,DBC,14.989608764648438,3323100
